seqname,tax_id
AJF12317,s__thaumarchaeote
AJF12318,s__thaumarchaeote
AJF12319,s__thaumarchaeote
BAX35253,s__Helicobacter_sp.
BAX35251,s__Helicobacter_sp.
BAX35255,s__Helicobacter_sp.
BAX35259,s__Helicobacter_sp.
EGK70100,s__universalis
SDX57621,s__xylanica
KBF77615,s__tuberculosis
KSP24439,s__aeruginosa
EPH13497,s__odoratimimus
CAN96718,s__cellulosum
ENV96576,s__bereziniae
SDU22971,s__westfalica
KWS39948,s__syringae
AJF12733,s__bacterium
OCT16621,s__pectinilyticus
SCX36501,s__sp._NFACC25
ENP73635,s__abortus
AJF12734,s__bacterium
OBF47194,s__sp._852002-10379_SCH5584320
CKP23868,s__tuberculosis
SDZ10235,s__sp._NFIX28
SAE14392,s__cloacae
SFP03779,s__pantotrophus
SEW26788,s__koreensis
KYR32552,s__coli
AMN78652,s__azotoformans
AEP88599,s__subtilis
ARA21463,s__mirabilis
ACB99179,s__organism
KVP99100,s__ubonensis
OBQ01514,s__sp._AL09
OHC42866,s__bacterium_GWE1_64_9
ACB99173,s__organism
ACB99174,s__organism
ACB99175,s__organism
ANZ32714,s__carnosus
ACB99177,s__organism
OFV06497,s__sp._HMSC13A10
ELS04573,s__sp._PCC_7305
KIL03934,s__stutzeri
BAG05955,s__aeruginosae1
KVV05734,s__sp._TAD18
KKC37467,s__epidermidihirudinis
SFV30261,s__crocina
ANG63962,s__aestuariie1
ERH34446,s__equorum
OAB47982,s__antarcticus
ANH46360,s__pylori
APB99092,s__asymbioticus
AIA06110,s__albulus
AQT39079,s__sp.
AQT39073,s__sp.
KNX98374,s__baumannii
KGG09600,s__marinuse1
KWA19592,s__territorii
AGV11146,s__influenzae
CEI79798,s__aeruginosa
SES24252,s__qinglanensis
CRN00337,s__sp._34_E_7
KOA14442,s__baumannii
SHM59489,s__jiangningensis
OGB37927,s__bacterium_RIFCSPHIGHO2_12_FULL_67_38
CZW99130,s__cloacae
ESY71834,s__sp._LNHC252B00
BAX35419,s__Helicobacter_sp.
ATA60180,s__stearothermophilus
CAY46849,s__fluorescens
EKV11301,s__digitatum
AKH72527,s__apista
OFT73690,s__sp._HMSC30G07
KZZ03626,s__sp._HI0076
ANZ85554,s__freundii
KKN84499,s__sediment_metagenome
ASE93572,s__cepacia
KRA89984,s__sp._Root66D1
OHC81930,s__bacterium_RIFCSPLOWO2_12_FULL_67_15
EGX54848,s__zinciresistens
OSR68759,s__syringae
SBR45301,s__sp._HL-93
KVW46449,s__cepacia
SCQ93987,s__aureus
EXC09782,s__baumannii
KHD98873,s__polaris
ASC86819,s__fragi
CZW15049,s__cloacae
EJR36333,s__cereus
OMW53799,s__pseudomallei
OFN64110,s__sp._HMSC055A11
KUF99166,s__nicotianae
APX93467,s__sp._1513
AIC15746,s__viennensis
KWH26295,s__multivorans
OQQ30017,s__hoagii
KQZ21658,s__sp._Root552
AKK10584,s__uterequi
KWX23182,s__wolinskyi
ACB99008,s__organism
KRB27754,s__sp._Root172
EXP98439,s__aureus
SCF41632,s__sp._LcepLS
EJB93676,s__pylori
EHO66553,s__acidiphila
EHK40268,s__atroviride
EUM16429,s__sp._BIDMC_29
GAH04959,s__sediment_metagenome
SFB82744,s__sp._OK412
SCF72908,s__sp._Ncost-T10-10d
OFS46193,s__sp._HMSC057A08
AJD04081,s__lari
EMI08609,s__sp._Lz4W
SHF53061,s__ascidiaceicola
OPX12241,s__sp._AT1
KVZ74240,s__ubonensis
KID33531,s__distincta
ANI17688,s__citronellolis
GAN77877,s__rubrifaciens
ACB99342,s__organism
ACB99341,s__organism
ACB99340,s__organism
ACB99346,s__organism
ACB99345,s__organism
SDN45906,s__syringae
AJF12787,s__bacterium
AJF12786,s__bacterium
ACB99349,s__organism
ACB99348,s__organism
AJF12783,s__bacterium
AJF12782,s__bacterium
AJF12781,s__bacterium
AJF12780,s__bacterium
OAI77053,s__solanacearum
SED56710,s__taetrolens
KPY33978,s__syringae_group_genomosp._3
ACB98964,s__organism
ACB98965,s__organism
ACB98966,s__organism
ACB98967,s__organism
ACB98960,s__organism
ACB98961,s__organism
ACB98962,s__organism
ACB98963,s__organism
ACB98968,s__organism
ACB98969,s__organism
KDE22219,s__subtilis
OQD61607,s__polonicum
AEV75316,s__rhodesiae
KJZ62396,s__fluorescens
AOP97145,s__cloacae_complex_'Hoffmann_cluster_IV'
SMF01183,s__indicae1
EJC42587,s__pylori
CCG08193,s__photometricum
AFN34246,s__michiganensis
KNG51891,s__lycopersici
KRF09711,s__sp._Soil766
SED03366,s__melanosporofaciens
KID89594,s__guizhouense
ALY66751,s__aeruginosa
SNY90891,s__sp._ES.047
OOZ34583,s__velum_gill_symbiont
SFQ28052,s__sagittaria
ADU84100,s__pylori
KQW29167,s__sp._Root1240
APH60507,s__bethesdensis
EQD98482,s__pylori
AIQ94943,s__sp._MIT_0604
OBG01383,s__sinensis
KLP85104,s__hormaechei
OCP99080,s__parahaemolyticus
OBS50648,s__sp._3S-1
ATL25381,s__formicae
KKP36461,s__Peregrinibacteria_bacterium_GW2011_GWA2_33_10
KQT46733,s__sp._Leaf456
KRC33549,s__sp._Root219
AKV76200,s__sedula
CEF03468,s__longum
KQT38031,s__sp._Leaf414
OOK73432,s__kansasii
SKB15761,s__sp._PCC_11201
SNV19482,s__rhodochrous
KQM07317,s__sp._CpI1-P
SAD25343,s__cloacae
OBM84419,s__baumannii
KWU29033,s__cenocepacia
KBA70711,s__tuberculosis
EQB97005,s__sp._A8
CDN85746,s__intermedia
KVS07352,s__vietnamiensis
CKU81801,s__tuberculosis
KDV58272,s__coli
ASJ72498,s__antarcticuse1
KUN96820,s__caeruleatus
SLN15799,s__jejudonensis
SFC25194,s__sp._DSM_18164
AHC27298,s__neoaurum
AOJ37212,s__lata
KJY36316,s__katrae
ELY92267,s__taiwanensise1
ACC79564,s__punctiforme
KRM53506,s__aviarius
KZZ27381,s__sp._HI0081
KJK35399,s__variegatus
ANF81782,s__sp._NCu2D-2
SJZ76858,s__aerosaccus
AJF12470,s__thaumarchaeote
AJP00922,s__cyaneogriseus
ATX96984,s__freundii
SFS56169,s__flava
CEJ43827,s__ovalisporum
KKB10408,s__chinhatensis
OEJ69497,s__blakemorei
AJF12477,s__thaumarchaeote
EUO90187,s__aureus
OFV75820,s__erythropolis
ANC31130,s__dokdonensis
ONS94243,s__cenocepacia
KZM53230,s__sp._15
KQC38708,s__sp._ACN1ag
OMP93108,s__terrigena
OPY99572,s__sp._BR10280
SHG46556,s__maritimuse1
AFT66055,s__sp._P1
KRC75667,s__sp._Root240
SGV87414,s__aureus
OKP12530,s__subrubescens
KPW86159,s__congelans
EVH00068,s__aureus
EHO54154,s__bacterium_oral_taxon_082
KPX87172,s__meliae
KXZ01740,s__cereus
EJM80892,s__sp._GM74
KUJ54149,s__sp._NRRL_F-5122
AJF12253,s__thaumarchaeote
EUS21131,s__aureus
AJF13067,s__bacterium
AJF13066,s__bacterium
AJF13061,s__bacterium
AJF13060,s__bacterium
AJF13063,s__bacterium
AJF13062,s__bacterium
SEJ97636,s__marinuse4
AJF13069,s__bacterium
AJF13068,s__bacterium
AJF12336,s__thaumarchaeote
AJF12337,s__thaumarchaeote
KQG65065,s__baumannii
AJF12332,s__thaumarchaeote
AJF12333,s__thaumarchaeote
AJF12330,s__thaumarchaeote
AJF12331,s__thaumarchaeote
KQY88436,s__sp._Root1444
KPX10070,s__syringae_pv._coryli
AJF12338,s__thaumarchaeote
AJF12339,s__thaumarchaeote
CDZ34787,s__galegae
KVG55071,s__territorii
OEC79068,s__halotolerans
KXF09493,s__aeruginosa
KMO74878,s__obuense
KTI78472,s__hormaechei
ACB98758,s__organism
ACB98757,s__organism
ACB98756,s__organism
ACB98755,s__organism
ACB98754,s__organism
ACB98753,s__organism
ACB98752,s__organism
ACB98751,s__organism
ACB98750,s__organism
CEG31251,s__simplex
SHH12979,s__daqingensis
KPG02000,s__sp._AAP120
SMH26794,s__australicum
SEG12156,s__aestusnigri
AIT59300,s__archaeon
AIT59306,s__archaeon
AIT59304,s__archaeon
ETZ99539,s__kansasii
BAX35319,s__Helicobacter_sp.
KEZ01989,s__sp._MSh2
SDW32791,s__indicuse3
ENW74412,s__baumannii
KPY86897,s__syringae_group_genomosp._7
ACB98763,s__organism
SDD39926,s__aryabhattai
KTK34867,s__hormaechei
SDT76393,s__umsongensis
ACB99400,s__organism
ACB99401,s__organism
AFK62707,s__kashmirensis
ACB99405,s__organism
ACB99158,s__organism
ACB99159,s__organism
ACB99156,s__organism
ACB99157,s__organism
ACB99154,s__organism
AFK62708,s__kashmirensis
ACB99152,s__organism
ACB99153,s__organism
ACB99150,s__organism
AJF12658,s__bacterium
CTQ50868,s__donghaensis
AJF12655,s__bacterium
EJO16358,s__salivarius
CDQ16281,s__quasipneumoniae
AJF12654,s__bacterium
ABO17516,s__marinuse1
ACB98830,s__organism
CEQ16569,s__sordellii
CRI03999,s__capitis
AUI35225,s__caldolyticus
ADG73609,s__flavigena
EFH81384,s__racemifer
OOL31676,s__rhodochrous
AQT39055,s__sp.
AKR42754,s__sp._TWE2
AIH85126,s__tuberculosis
SMH33870,s__australicum
OJE41565,s__sp._N24
SDI79367,s__cupressi
SAK71309,s__fortuita
KOR35308,s__sp._SR001
AID41722,s__xylosus
KCP94277,s__tuberculosis
OHV70973,s__sp._LCM_4577
CDK68473,s__morganii
SDC14455,s__gelidistatuariae
KWH03478,s__territorii
OOI00583,s__velezensis
KUL16694,s__licheniformis
ANE80480,s__sp._YC-RL4
AGR77102,s__butzleri
OSO89399,s__raciborskii
BAX35435,s__Helicobacter_sp.
EFV90356,s__cinnamea
ASN40737,s__sp._7749
ABB92579,s__marine_organism
SMC39640,s__sp._RU36D
EAW36615,s__sp._PCC_8106
SDS05020,s__luteola
ESY17095,s__sp._LNJC395A00
SIS44317,s__antarctica
OAH30346,s__stationis
KJM39065,s__cloacae
BAF62853,s__brasiliensis
AJA70561,s__sp._A21
OPB25740,s__ludwigii
CKP32742,s__tuberculosis
OCG08585,s__apicola
AUY48217,s__sp._CB01881
SEC48417,s__sp._2231.1
KFC84097,s__alvei
ONH88902,s__sp._MCCC_1A02803
AFD24686,s__gobiensis
KWZ42243,s__sp._BDU18
KWS54721,s__amygdali
ODM74613,s__elkanii
KPA97464,s__fuscovaginae
CCQ37593,s__moolapensis
KTC14358,s__marginalis
EZN79887,s__aeruginosa
OLO73425,s__oris
OKI48525,s__sp._TSRI0281
SFA67344,s__otitidis
KOX44760,s__purpurogeneiscleroticus
SHM26409,s__sp._PDC34
SBS22897,s__baumannii
OQR62802,s__sp._B9173
CCQ98398,s__ultunense
EWM62481,s__thermophilus
SIP88143,s__stanieri
CNN14808,s__tuberculosis
AKF79582,s__fulvus
ALV08221,s__depolymerans
OHT48015,s__chelonae
ACB99316,s__organism
KUN70548,s__griseorubiginosus
AQT38871,s__sp.
OKJ96662,s__sp._CB02400
AQT38877,s__sp.
SDR03045,s__cannabina
AUJ75718,s__siamensis
KOQ85149,s__cloacae
KFG73525,s__luteus
ADC89355,s__albuse2
AQW48195,s__hygroscopicus
CAL99981,s__erythraea
ACB98774,s__organism
SFL56588,s__orientalis
OIJ23916,s__luteuse1
AMB46158,s__sp._AMS5
ACB99368,s__organism
OAP43334,s__glycinis
ACB99361,s__organism
ACB99360,s__organism
ACB99362,s__organism
ACB99364,s__organism
ACB99367,s__organism
SDQ63354,s__lundensis
KOG39505,s__decoyicus
EEZ39287,s__damselae
KML23656,s__adecarboxylata
SCL16556,s__inyonensis
OCB95459,s__amyloliquefaciens
ABB07603,s__lata
SDZ87977,s__caldifontis
CPX07153,s__abscessus
ACB99099,s__organism
ACB99098,s__organism
ACB99097,s__organism
ACB99096,s__organism
ACB99095,s__organism
ACB99094,s__organism
ACB99092,s__organism
ACB99091,s__organism
ACB99090,s__organism
ANW64944,s__sp._djl-10
KFI95592,s__scardovii
AFR09203,s__albae1
OAD42487,s__crassostreaee1
CDX42849,s__sp._SOD10
AHG46575,s__leguminosarum
AMV38280,s__sp._SH-PL62
CCA90890,s__sp._PP1Y
CDO23550,s__mageritense
KZR46607,s__asburiae
SEE51744,s__sp._Ag109_O5-10
OBT20941,s__tasmaniensis
KJN25844,s__cloacae_complex_sp._35699
EXB79651,s__sp._272263
KLV70162,s__sp._MGH110
KQM68607,s__sp._Leaf220
ACB98949,s__organism
ACB98942,s__organism
KWC34171,s__ubonensis
ACB98940,s__organism
ACB98941,s__organism
ACB98947,s__organism
ACB98944,s__organism
ACB98945,s__organism
ERS85743,s__sp._EVN1
BAD57373,s__farcinica
CUS39835,s__Nitrospira_nitrificans
BBA74362,s__sp._PW1
ADG14762,s__sp._CCGE1002
OMP25872,s__sp._WAC00263
CDR63982,s__argenteus
ABM04696,s__ingrahamii
OKJ73155,s__sp._CB02460
KVH30681,s__cepacia
BAV92605,s__spatulata
OPX50088,s__thermobutyricum
ACF02678,s__palustris
ARF17247,s__ureae
ADO03255,s__pylori
OAB33157,s__macquariensis
SFW55332,s__sancti
ANC03501,s__putida
CUC66459,s__aureus
APG85451,s__americanum
SEG59902,s__echinospora
OEH04107,s__asburiae
EOA64818,s__crenatum
KDF02136,s__aromaticivorans
OEJ50393,s__agglomeratus
KRA94798,s__sp._Root66D1
EJC13806,s__pylori
GAL84696,s__myxococcoides
EOZ22588,s__pneumoniae
BAW60354,s__pylori
KGK80333,s__stenotrophicus
OJY13784,s__sp._56-18
CAQ84471,s__asymbiotica
KQS60868,s__sp._Leaf369
EWQ28444,s__aureus
SDD45865,s__drilacis
KGH21569,s__testosteroni
AQZ71769,s__velezensis
OFB43937,s__sp._CgIM4
AAZ58545,s__marinuse1
ELV40316,s__coli
KPC70654,s__sp._NRRL_WC-3753
ANL35504,s__phaseoli
ABQ34155,s__sp._BTAi1
SDS01961,s__sabulinigri
KKD23898,s__cohnii
SEA58722,s__sartisoli
KPX04632,s__syringae
BAZ75858,s__laxa
KOR02174,s__influenzae
EPD64637,s__sp._HGB0020
AJF12355,s__thaumarchaeote
EGF55334,s__sp._oral_taxon_170
KFJ28690,s__suise1
ATJ83053,s__beimenensis
KKY30255,s__ampelina
KII38535,s__fluorescens
CBX97558,s__maculans
APX33795,s__sp._P6-10-X1
KYH23929,s__paucihalophilus
SCU90123,s__necator
AEW04510,s__acidophilus
AKE63730,s__aeruginosae1
GAV14957,s__sp._NAIST15-1
KTT13635,s__intermedius
AOI69682,s__ubonensis
KUN81953,s__bungoensis
ACB98775,s__organism
KOX32709,s__sp._NRRL_F-4707
ACB98777,s__organism
ACB98776,s__organism
ACB98771,s__organism
ACB98770,s__organism
ACB98773,s__organism
ACB98772,s__organism
ACB98779,s__organism
OAI53996,s__bacterium_SCGC_AG-212-F19
OIN55096,s__costantinii
KOA16392,s__baumannii
AJB64470,s__hormaechei
KQT15009,s__sp._Leaf396
AKS70627,s__schleiferi
ELQ91356,s__smegmatis
EPJ77523,s__sp._CFII64
ANW21283,s__clavuligerus
KJR81781,s__schenckii
OFS71795,s__sp._HMSC08G10
AJF12358,s__thaumarchaeote
AJF12359,s__thaumarchaeote
AJF12354,s__thaumarchaeote
SCE11638,s__sp._DvalAA-19
AJF12357,s__thaumarchaeote
AJF12350,s__thaumarchaeote
AJF12351,s__thaumarchaeote
AJF12352,s__thaumarchaeote
AJF12353,s__thaumarchaeote
ABM70179,s__marinuse1
ORB60961,s__saopaulense
KLU53307,s__sp._VT-400
KOU24726,s__sp._WM6349
AIV34046,s__sp._CCM_MD2014
KMK10132,s__gergoviae
AUY48522,s__sp._CB01881
AMO22363,s__tataouinensis
CTZ95464,s__coli
KQQ76071,s__sp._Leaf130
ACB99134,s__organism
ACB99135,s__organism
ACB99136,s__organism
ACB99137,s__organism
ACB99130,s__organism
ACB99131,s__organism
ACB99132,s__organism
GAH58471,s__sediment_metagenome
ACB99138,s__organism
ACB99139,s__organism
OCP23726,s__sp._LC54
OEK60897,s__equorum
ABR61215,s__medicae
ENV29535,s__baumannii
SDP72637,s__dokdonensise1
ASS99330,s__thermocatenulatus
AEJ06970,s__stutzeri
EVX97150,s__aureus
CWX17909,s__influenzae
BAZ35459,s__sp._NIES-4101
CDF94803,s__sp._SHC52
EPE97272,s__grahamii
ELZ70185,s__lucentense
ANI34853,s__sp._JY-Q
CBG69793,s__scabiei
KJX07658,s__cloacae
BAX35385,s__Helicobacter_sp.
CUI74025,s__activus
AQT39036,s__sp.
ESX30389,s__sp._LSHC440B00
AQT39030,s__sp.
KUN79572,s__griseoruber
ERV30790,s__aeruginosa
OIS36784,s__cohnii
ETT62131,s__sp._FSL_H8-457
SDS13738,s__oryzaee1
KRE81331,s__sp._Soil764
OJH09099,s__borkumensis
CVL05944,s__proliferatum
KIU27903,s__radiotolerans
SDW35056,s__albidus
EZP28538,s__sp._RIT288
ASY64009,s__sojae
CMR44425,s__tuberculosis
SDO87370,s__guanduensis
ORT94519,s__pneumoniae
KQQ71209,s__sp._Leaf321
EPY95125,s__cloacae_complex_'Hoffmann_cluster_IV'
OMP14632,s__sp._WAC00263
ASL91344,s__marcescens
ODI92155,s__pittii
AUS17590,s__velezensis
SIR72978,s__sp._TND4EL3
KZQ32399,s__hormaechei
OSP16786,s__agnetis
ORB82550,s__kansasii
OSQ40681,s__mesophila
ODA97357,s__sp._SEMIA_3007
KQV51159,s__sp._Root336D2
KPV58604,s__sp._A3
SAH23271,s__cloacae
AGB37292,s__occultus
AHK71498,s__oxydans
OJX50605,s__sp._66-22
AHG10669,s__coli
ETJ10455,s__sp._DORA_6_22
ETD86785,s__capsulatus
EUA46168,s__abscessus
SDF61612,s__sp._OV458
KFF75574,s__sp._P1-3
KVU33819,s__ubonensis
CQH53688,s__frederiksenii
SDX63120,s__halophila
AKN86529,s__noatunensis
AJF12798,s__bacterium
SDM63264,s__pantelleriensis
SEE53469,s__bacterium_GAS188
ASR09462,s__leguminosarum
SDM21411,s__wuyuanensis
ESN17306,s__sp._MGH_24
KEQ06465,s__pelagicum
ESX73887,s__sp._LSHC416B00
SCV38507,s__subtilis
AJF67445,s__vietnamensis
OLL14322,s__oris
OPH54320,s__campbellii
KUL26054,s__regalis
KRB31050,s__sp._Root695
ELQ88696,s__smegmatis
AUM00231,s__bacteriume1
OMF31724,s__sp._FSL_H8-0548
SES09951,s__cystitidis
CKP01268,s__tuberculosis
ELR97973,s__sp._PCC_73106
OIJ67987,s__mangrovisoli
EKF60245,s__albertimagni
KGB65912,s__rhinotracheale
AQT38856,s__sp.
KWW98243,s__thermoautotrophicus
AQT38851,s__sp.
ARB30974,s__tolaasii
OOF60519,s__sp._Ppn85
KLO81648,s__fujikuroi
OLP16177,s__sp._'hensonii'
KLJ04916,s__sp._KE1
SAM86171,s__bromivora
ACB99309,s__organism
EHK96705,s__lozoyensis
EAP82691,s__sp._EE-36
KJC54572,s__sp._LTSP849
ACB99305,s__organism
ACB99304,s__organism
KIJ73066,s__campylonemoides
ACB99302,s__organism
ACB99301,s__organism
ACB99300,s__organism
CFE98143,s__aureus
KYC27451,s__sp._AATXQ
OQE93167,s__nalgiovense
ADE55174.1,s__akajimensis
KOV49838,s__sp._MMG1064
SFQ73820,s__arizonensis
OPH58771,s__coli
AMK30876,s__putida
SMH26329,s__australicum
ELY58076,s__amylolyticuse1
KXV44914,s__roseus
SDP08853,s__salsus
KPN88920,s__sp._In5
EKG41588,s__syringae
KKL37987,s__contaminans
KHA51950,s__geojensis
KWW18771,s__rhizophilae1
EGV42533,s__argentinensis
KRF13013,s__sp._Soil796
ART38724,s__bacterium
OAA48527,s__rileyi
SHH95242,s__hallyeonensis
GAJ80988,s__brasiliensise1
KTS95353,s__parafulva
GAN78437,s__rubrifaciens
KGS72699,s__pseudomallei
ALQ01193,s__brassicacearum
OIQ35793,s__sp._MedPE-SWchi
ADI26595,s__sp._C56-T3
OES44702,s__iocasae
OKO45245,s__sp._BTN1
SFF31222,s__phyllosphaerae
OFW23174,s__bacterium_RIFCSPLOWO2_02_FULL_65_29
OGB60776,s__bacterium_RIFCSPLOWO2_12_FULL_64_99
KVG73967,s__ubonensis
KNX98102,s__baumannii
KNX98100,s__baumannii
CCH85662,s__marinuse5
CMS88359,s__tuberculosis
KLT73764,s__arctica
OLE89427.1,s__bacterium_13_1_20CM_2_55_15
AJX71406,s__pseudomallei
BAX97672,s__stephanolepidis
KFC25028,s__sp._CB2047
ACV34531,s__Accumulibacter_phosphatis
KGF63781,s__lutea
OAA49692,s__fumosorosea
SFD71813,s__albae2
SEQ84387,s__bryantii
KIQ14996,s__sp._MEB064
CCN45517,s__nigripulchritudo
SDP64335,s__congelans
CCI39032,s__aeruginosae1
KEO51201,s__pacificae1
OIV34511,s__pluripotens
KHL82582,s__pylori
OIJ35155,s__kristinae
SDC35196,s__telluris
KJY36351,s__katrae
ACB77495,s__terrae
OEL04452,s__succinus
ACY98745,s__curvata
OEL04988,s__xylosus
OCT22056,s__putida
SFM87572,s__sp._OV329
KJC47970,s__sp._LTSP857
CUR32119,s__tepida
ESZ50528,s__sp._L103C565B0
OKK17963,s__sp._CB02488
KMM35762,s__macyae
ESW66981,s__sp._LSJC277A00
ALU92605,s__globisporus
ESN50850,s__cloacae_complex_'Hoffmann_cluster_IV'
SCD61473,s__sp._Termitarium-T10T-6
SAH53673,s__cloacae
AST78249,s__farmeri
OAD05105,s__circinelloides
AQT38997,s__sp.
OFR26274,s__sp._HMSC065D05
SIR96877,s__sp._7SR1
AQT38991,s__sp.
EFV94825,s__mirabilise1
OOO33595,s__sophorae
EPH10126,s__ureolyticus
OFJ41655,s__koreensise1
KKF02719,s__obuense
EST39570,s__bacterium_MP113-05
OHY32496,s__raciborskii
AMW19914,s__sp._QIA-37
ABS13066,s__anthropi
KYF62519,s__cellulosum
CRM50678,s__sp._28_E_9
OLR47062,s__pylori
CTQ57033,s__albae3
ODT06500,s__sp._SCN_65-12
SIA99020,s__abscessus
APE14773,s__sp._WY10
OIQ45705,s__sp._MedPE-SW
CUU57895,s__sp._G2
ODT45256,s__sp._SCN_67-24
SCE58176,s__sp._DvalAA-43
ACY63005,s__pestis
KNZ29227,s__baumannii
GAN48680,s__sp._ME121
ADB51922,s__woesei
AII41888,s__sp._KORDI-100
ACA16672,s__sp._4-46
EXU80837,s__aquatica
APV50758,s__bacterium_GR16-43
KZM46119,s__sp._SBI22
KQO89712,s__sp._Leaf92
KIS36105,s__influenzae
KPX23805,s__amygdali
EHJ03314,s__manganoxydans
CDZ57584,s__galegae
AJF13179,s__bacterium
AJF13178,s__bacterium
ONI90476,s__sp._ALI-22-I
CZT29500,s__cerasi
AJF13173,s__bacterium
AJF13170,s__bacterium
AJF13177,s__bacterium
AJF13176,s__bacterium
AJF13175,s__bacterium
AJF13174,s__bacterium
OLS44633,s__sulfidophilum
AUQ68007,s__inhibens
AKF75046,s__velezensis
AJF12372,s__thaumarchaeote
AJF12801,s__bacterium
AJF12370,s__thaumarchaeote
AJF12371,s__thaumarchaeote
AJF12804,s__bacterium
AJF12805,s__bacterium
AJF12806,s__bacterium
AJF12807,s__bacterium
AJF12808,s__bacterium
AJF12809,s__bacterium
KQD96892,s__baumannii
AJF12379,s__thaumarchaeote
EJM64222,s__sp._GM50
ORM01838,s__hoagii
OEK86411,s__xylosus
SEC60790,s__taetrolens
EUL64001,s__cloacae
AOF15969,s__enterocolitica
OLY71614,s__sp._ATCC_PTA-122608
KNX41743,s__tolerans
AGI70589,s__arcticus
ACB99118,s__organism
ACB99119,s__organism
ACB99112,s__organism
ACB99113,s__organism
ACB99110,s__organism
ACB99111,s__organism
ACB99116,s__organism
ACB99117,s__organism
ACB99114,s__organism
ACB99115,s__organism
KWS46112,s__savastanoi
OEF24285,s__rumoiensis
SDA26297,s__sp._UNC378MF
ATI28105,s__solanacearum
KKZ13267,s__Synechococcus_spongiarum
EJL77391,s__sp._CF318
KNE13851,s__pylori
OAK60972,s__putida
OJV69745,s__sp._70-12
KNZ68941,s__ferriacetica
KLQ31211,s__cloacae_complex_sp._GN02548
AQZ51398,s__mediterranea
AHF85267,s__leguminosarum
EOM78444,s__rhodnii
SAC13093,s__cloacae
EDM67169,s__sp._PE36
KRI07756,s__baumannii
BAB66053,s__tokodaii
AII46502,s__sp._KORDI-49
AUM27191,s__pittii
AFI00308,s__pylori
OJY24204,s__bacterium_68-20e1
SIR27123,s__rubrume1
OLF08361,s__xinjiangensis
ANP37425,s__gallaeciensis
KFL29043,s__riboflavina
OAV62367,s__helveticum
OAB39725,s__macquariensis
EER46266,s__minor
SET38449,s__segnicrescens
SER49048,s__subterranea
KQV14703,s__sp._Root107
AMO99430,s__arenae
BAN50849,s__resinovorans
EHM07055,s__amyloliquefaciens
SDO44045,s__congelans
ASP46814,s__beringensis
AQT39017,s__sp.
AQT39016,s__sp.
KJY24718,s__katrae
OCF89350,s__brasiliensise1
KGT46444,s__sp._HR7
CRY93508,s__sp._WH_8103
AAN04581,s__heilmannii
ERL02292,s__putida
AAN04580,s__heilmannii
OFJ51598,s__grossiae
ANW26678,s__coralliilyticus
EKG35617,s__syringae
ACB99016,s__organism
ONN20924,s__aeruginosa
AUQ87800,s__piscinae
BAX08624,s__Helicobacter_sp.
SDK60033,s__lutimaris
OAJ94853,s__bivalvicida
KWE29302,s__cepacia
SBH22113,s__pneumoniae
KEX93898,s__putida
ACB99010,s__organism
EJR65267,s__cereus
OGA64780,s__bacterium_RIFCSPLOWO2_12_FULL_68_20
EEX32669,s__coralliilyticus
OKI29659,s__sp._CB03578
OKJ87170,s__sp._CB01883
EPZ68108,s__pylori
KJC05780,s__freundii
ACB99019,s__organism
KKY51755,s__amygdali
SDF26667,s__pusense
ABS28227,s__sp._Fw109-5
SAK77274,s__calidae
AOJ24081,s__seminalis
KQX90253,s__sp._Root1312
SHN26119,s__yunnanensis
EQD96262,s__pylori
OOY19634,s__sp._DLFJ5-1
OBA32127,s__sp._852002-51564_SCH6189132-a
SDS70608,s__equi
GAB35345,s__otitidise1
AQT38836,s__sp.
AKZ85855,s__hormaechei
AQT38831,s__sp.
EME36254,s__palustrise1
AAM70408,s__heilmannii
OBS30378,s__fonticaldi
KGV43841,s__pseudomallei
AAM70402,s__heilmannii
AAM70400,s__heilmannii
AAM70406,s__heilmannii
AAM70404,s__heilmannii
KIF43819,s__confervoides
ACB99325,s__organism
ACB99324,s__organism
ACB99327,s__organism
ACB99326,s__organism
ACB99321,s__organism
ACB99320,s__organism
SDG80143,s__sp._Rc2d
ACB99322,s__organism
ACB99329,s__organism
ACB99328,s__organism
CCK27252,s__davaonensis
CKP97443,s__tuberculosis
KOX60210,s__ferruginea
AHE69186,s__cloacae
ORC19408,s__cloacae
KXJ39385,s__bacteria_B42
KIA97458,s__sp._KMS
KFI31077,s__massiliensis
SFD36955,s__citronellolis
AJF12497,s__thaumarchaeote
AJF12496,s__thaumarchaeote
AJF12495,s__thaumarchaeote
AJF12494,s__thaumarchaeote
KMY54103,s__sp._FJAT-27231
OQR27660,s__sp._Bc-h
AJF12491,s__thaumarchaeote
AJF12490,s__thaumarchaeote
AJF12499,s__thaumarchaeote
AJF12498,s__thaumarchaeote
KXG53570,s__griseofulvum
EOQ68079,s__pittii
KMI11071,s__variicola
KUJ44966,s__maris
CNF19418,s__tuberculosis
OBY57903,s__sp._AU12215
KQO91376,s__sp._Leaf90
BAN23880,s__sp._RPE64
OKJ61435,s__sp._CB02261
EHN63271,s__testosteroni
KVT51545,s__ubonensis
CDT28516,s__crassostreae
KPY97797,s__syringae
AJF12639,s__bacterium
AJF12638,s__bacterium
OON25602,s__pittii
AJF12632,s__bacterium
AJF12637,s__bacterium
AJF12636,s__bacterium
AJF12634,s__bacterium
SLK03881,s__sp._RU5A
ERH47811,s__fluorescens
KIY20457,s__amygdali
CKH41630,s__aureus
